user_id,action_date,action_name,error_message,device
288839,2022-10-03,checkout_annual_completepayment.click.fail,"State field is required",mobile
290843,2022-10-03,checkout_monthly_completepayment.click.success,NULL,desktop
292606,2022-10-03,checkout_annual_completepayment.click.success,NULL,desktop
292720,2022-10-03,checkout_annual_completepayment.click.fail,"year field is required",desktop
293126,2022-10-03,checkout_monthly_completepayment.click.fail,"year field is required",desktop
289723,2022-10-04,checkout_annual_completepayment.click.fail,"number field is required",mobile
292493,2022-10-04,checkout_annual_completepayment.click.fail,"year field is required",mobile
293214,2022-10-04,checkout_monthly_completepayment.click.success,NULL,desktop
293251,2022-10-04,checkout_quarterly_completepayment.click.success,NULL,desktop
293259,2022-10-04,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop
293298,2022-10-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
550168,2022-10-04,checkout_annual_completepayment.click.fail,"number field is required",desktop
167554,2022-10-05,checkout_annual_completepayment.click.fail,"month field is required",mobile
293274,2022-10-05,checkout_annual_completepayment.click.success,NULL,mobile
293345,2022-10-05,checkout_annual_completepayment.click.fail,"number field is required",desktop
293356,2022-10-05,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
294507,2022-10-05,checkout_annual_completepayment.click.fail,"Your card's security code is invalid.",desktop
124301,2022-10-06,checkout_monthly_completepayment.click.fail,"number field is required",mobile
284845,2022-10-06,checkout_coins_completepayment.click.fail,"number field is required",desktop
288719,2022-10-06,checkout_monthly_completepayment.click.fail,"number field is required",mobile
293207,2022-10-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop
427108,2022-10-06,checkout_monthly_completepayment.click.success,NULL,desktop
5554,2022-10-07,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
293627,2022-10-07,checkout_annual_completepayment.click.success,NULL,desktop
293005,2022-10-08,checkout_lifetime_completepayment.click.fail,"number field is required",desktop
293879,2022-10-08,checkout_data-strategy_completepayment.click.success,NULL,mobile
293805,2022-10-09,checkout_annual_completepayment.click.fail,"year field is required",desktop
293898,2022-10-09,checkout_annual_completepayment.click.fail,"Your card has expired.",desktop
172289,2022-10-10,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
293951,2022-10-10,checkout_annual_completepayment.click.success,NULL,desktop
294006,2022-10-10,checkout_monthly_completepayment.click.fail,"Your card is not supported.",mobile
294020,2022-10-10,checkout_monthly_completepayment.click.success,NULL,desktop
294163,2022-10-10,checkout_data-strategy_completepayment.click.success,NULL,desktop
294185,2022-10-10,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
149639,2022-10-11,checkout_coins_completepayment.click.fail,"number field is required",mobile
180153,2022-10-11,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
288021,2022-10-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
292475,2022-10-11,checkout_annual_completepayment.click.fail,"number field is required",desktop
294227,2022-10-11,checkout_annual_completepayment.click.success,NULL,desktop
294273,2022-10-11,checkout_lifetime_completepayment.click.fail,"year field is required",desktop
294608,2022-10-11,checkout_annual_completepayment.click.fail,"year field is required",desktop
127258,2022-10-12,checkout_monthly_completepayment.click.success,NULL,desktop
233714,2022-10-12,checkout_monthly_completepayment.click.success,NULL,desktop
248871,2022-10-12,checkout_annual_completepayment.click.success,NULL,desktop
280897,2022-10-12,checkout_monthly_completepayment.click.success,NULL,desktop
291061,2022-10-12,checkout_monthly_completepayment.click.fail,"year field is required",mobile
292048,2022-10-12,checkout_quarterly_completepayment.click.success,NULL,desktop
293303,2022-10-13,checkout_monthly_completepayment.click.fail,"year field is required",desktop
293859,2022-10-13,checkout_annual_completepayment.click.success,NULL,desktop
294338,2022-10-13,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
294589,2022-10-13,checkout_annual_completepayment.click.fail,"number field is required",desktop
294590,2022-10-13,checkout_monthly_completepayment.click.success,NULL,desktop
294618,2022-10-13,checkout_annual_completepayment.click.success,NULL,desktop
294625,2022-10-13,checkout_annual_completepayment.click.fail,"number field is required",mobile
289630,2022-10-14,checkout_monthly_completepayment.click.fail,"number field is required",mobile
294629,2022-10-14,checkout_monthly_completepayment.click.success,NULL,desktop
288948,2022-10-15,checkout_lifetime_completepayment.click.fail,"lastName field is required",desktop
292499,2022-10-15,checkout_annual_completepayment.click.success,NULL,mobile
294792,2022-10-15,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile
294852,2022-10-15,checkout_annual_completepayment.click.fail,"number field is required",mobile
147305,2022-10-17,checkout_annual_completepayment.click.success,NULL,desktop
197346,2022-10-17,checkout_coins_completepayment.click.fail,"number field is required",mobile
293955,2022-10-17,checkout_annual_completepayment.click.fail,"number field is required",mobile
294936,2022-10-17,checkout_monthly_completepayment.click.fail,"number field is required",desktop
294949,2022-10-17,checkout_annual_completepayment.click.success,NULL,desktop
172487,2022-10-18,checkout_monthly_completepayment.click.fail,"month field is required",desktop
289255,2022-10-18,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
293539,2022-10-18,checkout_annual_completepayment.click.success,NULL,desktop
293542,2022-10-18,checkout_monthly_completepayment.click.success,NULL,desktop
294648,2022-10-18,checkout_monthly_completepayment.click.fail,"year field is required",desktop
294674,2022-10-18,checkout_monthly_completepayment.click.success,NULL,desktop
295152,2022-10-18,checkout_monthly_completepayment.click.fail,"Your card's security code is incorrect.",desktop
295223,2022-10-18,checkout_annual_completepayment.click.fail,"year field is required",mobile
254902,2022-10-19,checkout_annual_completepayment.click.fail,"Your card's security code is invalid.",desktop
289823,2022-10-19,checkout_annual_completepayment.click.success,NULL,desktop
292369,2022-10-19,checkout_coins_completepayment.click.fail,"lastName field is required",mobile
293976,2022-10-19,checkout_annual_completepayment.click.success,NULL,desktop
294208,2022-10-19,checkout_annual_completepayment.click.success,NULL,mobile
295273,2022-10-19,checkout_monthly_completepayment.click.success,NULL,desktop
295322,2022-10-19,checkout_annual_completepayment.click.success,NULL,desktop
295355,2022-10-19,checkout_annual_completepayment.click.success,NULL,desktop
548594,2022-10-19,checkout_monthly_completepayment.click.fail,"Your card's security code is invalid.",mobile
5470,2022-10-20,checkout_annual_completepayment.click.success,NULL,mobile
7752,2022-10-20,checkout_annual_completepayment.click.fail,"year field is required",desktop
17823,2022-10-20,checkout_annual_completepayment.click.success,NULL,desktop
21966,2022-10-20,checkout_annual_completepayment.click.fail,"month field is required",mobile
143012,2022-10-20,checkout_annual_completepayment.click.fail,"number field is required",mobile
168223,2022-10-20,checkout_annual_completepayment.click.success,NULL,mobile
274836,2022-10-20,checkout_annual_completepayment.click.success,NULL,desktop
275215,2022-10-20,checkout_annual_completepayment.click.success,NULL,mobile
279735,2022-10-20,checkout_annual_completepayment.click.success,NULL,desktop
291088,2022-10-20,checkout_annual_completepayment.click.fail,"cvv field is required",desktop
1392,2022-10-21,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
2104,2022-10-21,checkout_annual_completepayment.click.success,NULL,desktop
3426,2022-10-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
14491,2022-10-21,checkout_annual_completepayment.click.success,NULL,mobile
18531,2022-10-21,checkout_annual_completepayment.click.success,NULL,desktop
32555,2022-10-21,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop
151197,2022-10-21,checkout_annual_completepayment.click.fail,"month field is required",mobile
156776,2022-10-21,checkout_annual_completepayment.click.fail,"year field is required",desktop
295625,2022-10-21,checkout_data-strategy_completepayment.click.success,NULL,desktop
5111,2022-10-22,checkout_annual_completepayment.click.success,NULL,desktop
254513,2022-10-22,checkout_annual_completepayment.click.success,NULL,desktop
294948,2022-10-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
295164,2022-10-22,checkout_annual_completepayment.click.fail,"number field is required",mobile
295653,2022-10-22,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,mobile
295655,2022-10-22,checkout_annual_completepayment.click.success,NULL,desktop
295684,2022-10-22,checkout_annual_completepayment.click.fail,"year field is required",desktop
295714,2022-10-22,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile
295781,2022-10-23,checkout_annual_completepayment.click.success,NULL,desktop
295796,2022-10-23,checkout_data-strategy_completepayment.click.success,NULL,mobile
295859,2022-10-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
203014,2022-10-24,checkout_monthly_completepayment.click.fail,"year field is required",desktop
258161,2022-10-24,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
269660,2022-10-24,checkout_monthly_completepayment.click.success,NULL,desktop
295832,2022-10-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
295972,2022-10-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
453985,2022-10-24,checkout_monthly_completepayment.click.fail,"year field is required",desktop
130021,2022-10-25,checkout_annual_completepayment.click.fail,"number field is required",desktop
287573,2022-10-25,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
295803,2022-10-25,checkout_coins_completepayment.click.fail,"2046 Declined",desktop
296070,2022-10-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
296084,2022-10-25,checkout_annual_completepayment.click.fail,"number field is required",desktop
296124,2022-10-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
296160,2022-10-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop
23287,2022-10-26,checkout_annual_completepayment.click.fail,"lastName field is required",desktop
266577,2022-10-26,checkout_monthly_completepayment.click.success,NULL,desktop
295817,2022-10-26,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop
296033,2022-10-26,checkout_monthly_completepayment.click.fail,"month field is required",desktop
296254,2022-10-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
296255,2022-10-26,checkout_annual_completepayment.click.fail,"number field is required",desktop
171006,2022-10-27,checkout_lifetime_completepayment.click.success,NULL,desktop
273951,2022-10-27,checkout_monthly_completepayment.click.fail,"An error occurred while processing your card. Try again in a little bit.",desktop
295496,2022-10-27,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop
296402,2022-10-27,checkout_annual_completepayment.click.fail,"zip field is required",desktop
296426,2022-10-27,checkout_annual_completepayment.click.success,NULL,mobile
296469,2022-10-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop
296585,2022-10-27,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile
294189,2022-10-28,checkout_monthly_completepayment.click.success,NULL,desktop
295526,2022-10-28,checkout_annual_completepayment.click.success,NULL,desktop
296291,2022-10-28,checkout_annual_completepayment.click.success,NULL,desktop
296388,2022-10-28,checkout_monthly_completepayment.click.fail,"year field is required",desktop
296396,2022-10-28,checkout_annual_completepayment.click.success,NULL,desktop
296578,2022-10-28,checkout_monthly_completepayment.click.success,NULL,desktop
296588,2022-10-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
1374,2022-10-29,checkout_monthly_completepayment.click.success,NULL,desktop
287916,2022-10-29,checkout_monthly_completepayment.click.fail,"year field is required",desktop
294859,2022-10-29,checkout_annual_completepayment.click.success,NULL,mobile
295823,2022-10-29,checkout_annual_completepayment.click.success,NULL,desktop
296252,2022-10-29,checkout_monthly_completepayment.click.fail,"Your card's security code is invalid.",desktop
296644,2022-10-29,checkout_annual_completepayment.click.fail,"zip field is required",desktop
296786,2022-10-29,checkout_data-strategy_completepayment.click.success,NULL,desktop
296813,2022-10-30,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
296836,2022-10-30,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop
296865,2022-10-30,checkout_annual_completepayment.click.fail,"number field is required",desktop
296877,2022-10-30,checkout_annual_completepayment.click.fail,"number field is required",mobile
4180,2022-10-31,checkout_lifetime_completepayment.click.success,NULL,desktop
146423,2022-10-31,checkout_monthly_completepayment.click.success,NULL,desktop
293600,2022-10-31,checkout_annual_completepayment.click.fail,"year field is required",desktop
296058,2022-10-31,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop
296613,2022-10-31,checkout_monthly_completepayment.click.success,NULL,desktop
296965,2022-10-31,checkout_quarterly_completepayment.click.fail,"year field is required",desktop
296988,2022-10-31,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop
185935,2022-11-01,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop
250152,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
303978,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
304336,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304398,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304457,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
304567,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304572,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304640,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
304691,2022-11-01,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
304777,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304809,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
304817,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
305438,2022-11-01,checkout_annual_completepayment.click.fail,"year field is required",desktop
305611,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
306750,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
307395,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
307460,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
307577,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
308050,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
308106,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
308487,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",desktop
445287,2022-11-01,checkout_annual_completepayment.click.fail,"number field is required",mobile
360189,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
379887,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
503286,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
15501,2022-11-02,checkout_coins_completepayment.click.fail,"number field is required",desktop
37013,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
115682,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
164326,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
176097,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
182131,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
183675,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
186713,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
197203,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
199263,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
212681,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
212699,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
219854,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
219993,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
269404,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
284873,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
285743,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
290832,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
293154,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
307902,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
308976,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
310665,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
312160,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
315137,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
315264,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315280,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315305,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315374,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315517,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315548,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
315620,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
316004,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
316114,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
316544,2022-11-02,checkout_business_completepayment.click.success,NULL,desktop
316873,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
316950,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
317030,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
317178,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
317968,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318007,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318040,2022-11-02,checkout_annual_completepayment.click.fail,"year field is required",mobile
318283,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318477,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318480,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318653,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318732,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318751,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318820,2022-11-02,checkout_monthly_completepayment.click.success,NULL,desktop
318896,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318930,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
318978,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319210,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319295,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319489,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319545,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319566,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319852,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
319947,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320058,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320095,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320133,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320137,2022-11-02,checkout_annual_completepayment.click.fail,"Your card's security code is invalid.",mobile
320288,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320516,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320529,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320572,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320648,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
320711,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321097,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321188,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
321224,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321245,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321251,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321260,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321341,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321424,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321529,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321545,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321624,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321679,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321693,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321714,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321723,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321802,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321807,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321815,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321853,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
321891,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
321923,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321983,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
321990,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
322008,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322050,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322092,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322154,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322270,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322292,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322370,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322480,2022-11-02,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile
322552,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322587,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322596,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
322614,2022-11-02,checkout_annual_completepayment.click.fail,"lastName field is required",mobile
322668,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322747,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322783,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322825,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322883,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322890,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322900,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
322992,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323115,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323223,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323234,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323305,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323309,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323327,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323328,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323340,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323355,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323360,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323362,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323372,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323392,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323425,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323445,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323458,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323461,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323479,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323508,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323530,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323538,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323544,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323616,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323617,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323625,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323677,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323685,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323700,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323733,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323751,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323798,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323816,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
323912,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323961,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
323977,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324012,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324024,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324041,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324046,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324078,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324158,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324168,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324172,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324184,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324213,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324279,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324351,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324394,2022-11-02,checkout_annual_completepayment.click.fail,"year field is required",desktop
324439,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324444,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324451,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324610,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324613,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324615,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324617,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324674,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
324740,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324847,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
324881,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325145,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325167,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
325179,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325184,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325207,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325208,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325243,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325289,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325300,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
325357,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325429,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop
325502,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325507,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325575,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325629,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
325643,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile
